ADG_CODE,GOOD_NAME,BRAND,CATEGORY,text_input
1704,Գլանակ Յաշկինո 190գ,Yashkino,Other,Գլանակ Յաշկինո 190գ [BRAND] Yashkino [CAT] Other
901,Սուրճ Royal Ritual 100գր,Royal,Beverages,Սուրճ Royal Ritual 100գր [BRAND] Royal [CAT] Beverages
1905,Թխվացքաբլիթ Վիխարիոկ յաշկինո կգ,Yashkino,Other,Թխվացքաբլիթ Վիխարիոկ յաշկինո կգ [BRAND] Yashkino [CAT] Other
9619,Տակդիր Պամպերս Պրեմիում N1,Pampers,Household,Տակդիր Պամպերս Պրեմիում N1 [BRAND] Pampers [CAT] Household
1905,Թխվ Վաֆլի Գրանդ Քենդի կգ,Grand Candy,Food Products,Թխվ Վաֆլի Գրանդ Քենդի կգ [BRAND] Grand Candy [CAT] Food Products
3306,Ատամի խոզանակ colgate premer,Colgate,Other,Ատամի խոզանակ colgate premer [BRAND] Colgate [CAT] Other
1806,Գռանդ Քենդի սրճաին կոնֆետ կգ 620,Unknown,Food Products,Գռանդ Քենդի սրճաին կոնֆետ կգ 620 [BRAND] Unknown [CAT] Food Products
3402,Լվացքի փոշի Սավեքս Կոլոր 3կգ,Savax,Household,Լվացքի փոշի Սավեքս Կոլոր 3կգ [BRAND] Savax [CAT] Household
2105,Պաղպաղակ Գրանդ Քենդի կոն Լակոմկա ելակ,Grand Candy,Food Products,Պաղպաղակ Գրանդ Քենդի կոն Լակոմկա ելակ [BRAND] Grand Candy [CAT] Food Products
2202,Զով Ըմպելիք Coca Cola 1լ Բալ,Coca-Cola,Beverages,Զով Ըմպելիք Coca Cola 1լ Բալ [BRAND] Coca-Cola [CAT] Beverages
6201,130498-BU 54 Տղամարդու բաճկոն սև/կանաչ չ 54,Unknown,Clothing,130498-BU 54 Տղամարդու բաճկոն սև/կանաչ չ 54 [BRAND] Unknown [CAT] Clothing
9619,պամպերս տրուսիկ 6 44,Pampers,Other,պամպերս տրուսիկ 6 44 [BRAND] Pampers [CAT] Other
6404,114406-Z4 39 տղ սպորտ կոշիկ մուգ կապույտ չափ 3,Unknown,Clothing,114406-Z4 39 տղ սպորտ կոշիկ մուգ կապույտ չափ 3 [BRAND] Unknown [CAT] Clothing
1006,ՌՈՅԱԼ ՔՈՒԻՆ ԲՐԻՆՁ ԲԱՍՄԱՏԻ,Royal,Other,ՌՈՅԱԼ ՔՈՒԻՆ ԲՐԻՆՁ ԲԱՍՄԱՏԻ [BRAND] Royal [CAT] Other
8528,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65LS03DAUXRU 65 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED_x000D_ SN 09GN3K1Y100031H 09GN3K1Y100032W_x000D_ 09GN3K1Y100034Z 09GN3K1Y100035P_x000D_ 09GN3K1Y100036N 09GN3K1Y100037R_x000D_ 09GN3K1Y100040B 09GN3K1Y100042D_x000D_ 09GN3K1Y100044H 09GN3K1Y100045W_x000D_ 09GN3K1Y100046T 09GN3K1Y100048P,Samsung,Electronics,ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65LS03DAUXRU 65 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED_x000D_ SN 09GN3K1Y100031H 09GN3K1Y100032W_x000D_ 09GN3K1Y100034Z 09GN3K1Y100035P_x000D_ 09GN3K1Y100036N 09GN3K1Y100037R_x000D_ 09GN3K1Y100040B 09GN3K1Y100042D_x000D_ 09GN3K1Y100044H 09GN3K1Y100045W_x000D_ 09GN3K1Y100046T 09GN3K1Y100048P [BRAND] Samsung [CAT] Electronics
3209,VX--10903 էմալ ունիվերսալ սպիտակ անփայլ,Unknown,Other,VX--10903 էմալ ունիվերսալ սպիտակ անփայլ [BRAND] Unknown [CAT] Other
3305,Մազի ներկ Գարնիեր 7 40,Garnier,Cosmetics,Մազի ներկ Գարնիեր 7 40 [BRAND] Garnier [CAT] Cosmetics
3306,Ատամի մածուկ Colgate Total պրոֆ խորը մաքրում 100մ,Colgate,Cosmetics,Ատամի մածուկ Colgate Total պրոֆ խորը մաքրում 100մ [BRAND] Colgate [CAT] Cosmetics
1602,ՔԱԲԱԲ հավի մսով Գանձասար կգ,Ganjasar,Other,ՔԱԲԱԲ հավի մսով Գանձասար կգ [BRAND] Ganjasar [CAT] Other
3307,գառնիեռ կանացի շարիկ 45C,Unknown,Clothing,գառնիեռ կանացի շարիկ 45C [BRAND] Unknown [CAT] Clothing
6912,Կաբարե կանաչ 29-12,Unknown,Other,Կաբարե կանաչ 29-12 [BRAND] Unknown [CAT] Other
2204,Գինի նռան Արմենիա Վայն 0 75լ,Unknown,Beverages,Գինի նռան Արմենիա Վայն 0 75լ [BRAND] Unknown [CAT] Beverages
2009,Գազավորված ըմպելիք Կոկա Կոլա սլիմ թ/տ 330մլ,Coca-Cola,Beverages,Գազավորված ըմպելիք Կոկա Կոլա սլիմ թ/տ 330մլ [BRAND] Coca-Cola [CAT] Beverages
1806,Կինդեռ bueno,Unknown,Other,Կինդեռ bueno [BRAND] Unknown [CAT] Other
1601,Նրբերշիկ կանադական Արմենիա կգ,Unknown,Food Products,Նրբերշիկ կանադական Արմենիա կգ [BRAND] Unknown [CAT] Food Products
3926,խամուտ լարի PROWATT 8 8 700մմ 100հատ սպիտակ,Unknown,Other,խամուտ լարի PROWATT 8 8 700մմ 100հատ սպիտակ [BRAND] Unknown [CAT] Other
401,Կաթնաշոռային պանիր Մարիաննա սերուցքային 60 18,Marianna,Food Products,Կաթնաշոռային պանիր Մարիաննա սերուցքային 60 18 [BRAND] Marianna [CAT] Food Products
8708,ՄԱՐԴԱՏԱՐ Ա/Մ ՇԱՐԺԻՉԻ ԽՑԻԿԻ ԾԱԾԿՈՑ ՆԱԽԱՏԵՍՎԱԾ MERCEDES BENZW168 ՄԱԿՆԻՇԻ Ա/Մ ՀԱՄԱՐ 3 ՀԱՏ ՕԳՏ ԸՍՏ ԵԶՐԱԿԱՑՈՒԹՅՈՒՆ NO 03524 ԱՌ15 03 2024,Mercedes-Benz,Auto Parts,ՄԱՐԴԱՏԱՐ Ա/Մ ՇԱՐԺԻՉԻ ԽՑԻԿԻ ԾԱԾԿՈՑ ՆԱԽԱՏԵՍՎԱԾ MERCEDES BENZW168 ՄԱԿՆԻՇԻ Ա/Մ ՀԱՄԱՐ 3 ՀԱՏ ՕԳՏ ԸՍՏ ԵԶՐԱԿԱՑՈՒԹՅՈՒՆ NO 03524 ԱՌ15 03 2024 [BRAND] Mercedes-Benz [CAT] Auto Parts
1806,Roshen vishnya,Roshen,Other,Roshen vishnya [BRAND] Roshen [CAT] Other
3306,Ատամի մածուկ Colgate 75մլ Լիմոնի յուղ,Colgate,Cosmetics,Ատամի մածուկ Colgate 75մլ Լիմոնի յուղ [BRAND] Colgate [CAT] Cosmetics
1601,Երշիկ բժշկ/սիրող Աթենք կգ,Athenk,Food Products,Երշիկ բժշկ/սիրող Աթենք կգ [BRAND] Athenk [CAT] Food Products
8471,ԴՅՈՒՐԱԿԻՐ ՀԱՄԱԿԱՐԳԻՉ ՊԼԱՆՇԵՏ SAMSUNG SM-X210NZAACAU - R92Y601BJWK_x000D_ R92Y601BJXT_x000D_ R92Y601BJYV_x000D_ R92Y601BJZM_x000D_ R92Y601BK0N_x000D_ R92Y601BK1D_x000D_ R92Y601BK2A_x000D_ R92Y601BK7J_x000D_ R92Y601BKFV_x000D_ R92Y601BKHH_x000D_ R92Y601BKKN_x000D_ R92Y601BKSJ_x000D_ R92Y601BKWX_x000D_ R92Y601BKXP_x000D_ R92Y601BKYY_x000D_ R92Y601BL2F_x000D_ R92Y601BL6Z_x000D_ R92Y601BLAJ_x000D_ R92Y601BLBR_x000D_ R92Y601BLDX_x000D_ R92Y601BLEP_x000D_ R92Y601BLFY_x000D_ R92Y601BLGK_x000D_ R92Y601BLHT_x000D_ R92Y601BLJV_x000D_ R92Y601BLPD_x000D_ R92Y601BLRZ_x000D_ R92Y601BLYE_x000D_ R92Y601BLZX_x000D_ R92Y601BM0K_x000D_ R92Y601BM2V_x000D_ R92Y601BM3M_x000D_ R92Y601BMAB_x000D_ R92Y601BMER_x000D_ R92Y601BMFE_x000D_ R92Y601BMGX_x000D_ R92Y601BMHP_x000D_ R92Y601BMJY_x000D_ R92Y601BMKK_x000D_ R92Y601BMLT_x000D_ R92Y601BMMV_x000D_ R92Y601BMNM_x000D_ R92Y601BMPH_x000D_ R92Y601BMQF_x000D_ R92Y601BMRN_x000D_ R92Y601BMTA_x000D_ R92Y601BMVZ_x000D_ R92Y601BMWB_x000D_ R92Y601BMXL_x000D_ R92Y601BMYW_x000D_ R92Y601BMZJ_x000D_ R92Y601BN0X_x000D_ R92Y601BN2Y_x000D_ R92Y601BN3K_x000D_ R92Y601BN4T_x000D_ R92Y601BN5V_x000D_ R92Y601BN6M_x000D_ R92Y601BN9N_x000D_ R92Y601BNCZ_x000D_ R92Y601BNDB_x000D_ R92Y601BNEL_x000D_ R92Y601BNFW_x000D_ R92Y601BNGJ_x000D_ R92Y601BNHR_x000D_ R92Y601BNJE_x000D_ R92Y601BNLP_x000D_ R92Y601BNMY_x000D_ R92Y601BNNK_x000D_ R92Y601BNPT_x000D_ R92Y601BNQV,Samsung,Electronics,ԴՅՈՒՐԱԿԻՐ ՀԱՄԱԿԱՐԳԻՉ ՊԼԱՆՇԵՏ SAMSUNG SM-X210NZAACAU - R92Y601BJWK_x000D_ R92Y601BJXT_x000D_ R92Y601BJYV_x000D_ R92Y601BJZM_x000D_ R92Y601BK0N_x000D_ R92Y601BK1D_x000D_ R92Y601BK2A_x000D_ R92Y601BK7J_x000D_ R92Y601BKFV_x000D_ R92Y601BKHH_x000D_ R92Y601BKKN_x000D_ R92Y601BKSJ_x000D_ R92Y601BKWX_x000D_ R92Y601BKXP_x000D_ R92Y601BKYY_x000D_ R92Y601BL2F_x000D_ R92Y601BL6Z_x000D_ R92Y601BLAJ_x000D_ R92Y601BLBR_x000D_ R92Y601BLDX_x000D_ R92Y601BLEP_x000D_ R92Y601BLFY_x000D_ R92Y601BLGK_x000D_ R92Y601BLHT_x000D_ R92Y601BLJV_x000D_ R92Y601BLPD_x000D_ R92Y601BLRZ_x000D_ R92Y601BLYE_x000D_ R92Y601BLZX_x000D_ R92Y601BM0K_x000D_ R92Y601BM2V_x000D_ R92Y601BM3M_x000D_ R92Y601BMAB_x000D_ R92Y601BMER_x000D_ R92Y601BMFE_x000D_ R92Y601BMGX_x000D_ R92Y601BMHP_x000D_ R92Y601BMJY_x000D_ R92Y601BMKK_x000D_ R92Y601BMLT_x000D_ R92Y601BMMV_x000D_ R92Y601BMNM_x000D_ R92Y601BMPH_x000D_ R92Y601BMQF_x000D_ R92Y601BMRN_x000D_ R92Y601BMTA_x000D_ R92Y601BMVZ_x000D_ R92Y601BMWB_x000D_ R92Y601BMXL_x000D_ R92Y601BMYW_x000D_ R92Y601BMZJ_x000D_ R92Y601BN0X_x000D_ R92Y601BN2Y_x000D_ R92Y601BN3K_x000D_ R92Y601BN4T_x000D_ R92Y601BN5V_x000D_ R92Y601BN6M_x000D_ R92Y601BN9N_x000D_ R92Y601BNCZ_x000D_ R92Y601BNDB_x000D_ R92Y601BNEL_x000D_ R92Y601BNFW_x000D_ R92Y601BNGJ_x000D_ R92Y601BNHR_x000D_ R92Y601BNJE_x000D_ R92Y601BNLP_x000D_ R92Y601BNMY_x000D_ R92Y601BNNK_x000D_ R92Y601BNPT_x000D_ R92Y601BNQV [BRAND] Samsung [CAT] Electronics
101,ԹԽՎ ՇԱՔ ՅԱՇԿԻՆՈ 220Գ,Yashkino,Other,ԹԽՎ ՇԱՔ ՅԱՇԿԻՆՈ 220Գ [BRAND] Yashkino [CAT] Other
1806,Թխվածքաբլիթ վարսակի Դարոինք 250գր,Daroink,Food Products,Թխվածքաբլիթ վարսակի Դարոինք 250գր [BRAND] Daroink [CAT] Food Products
901,Սուրճ Նեսկաֆե կլասիկ լուծվող Jar ա/տ 47 5 գր,Nescafe,Beverages,Սուրճ Նեսկաֆե կլասիկ լուծվող Jar ա/տ 47 5 գր [BRAND] Nescafe [CAT] Beverages
101,կանացի սպորտ 8300,Unknown,Clothing,կանացի սպորտ 8300 [BRAND] Unknown [CAT] Clothing
3304,Անտիպերսպերանտ գնդիկավոր Garnier Women Էֆեկտ Մագն,Garnier,Other,Անտիպերսպերանտ գնդիկավոր Garnier Women Էֆեկտ Մագն [BRAND] Garnier [CAT] Other
1206,APACHE ՆԱԽԱՃԱՇ 150գ,Apache,Other,APACHE ՆԱԽԱՃԱՇ 150գ [BRAND] Apache [CAT] Other
3402,Լվացքի փոշի Սավեքս 5 4կգ գունավոր և խնամք 7947,Savax,Household,Լվացքի փոշի Սավեքս 5 4կգ գունավոր և խնամք 7947 [BRAND] Savax [CAT] Household
6115,Գուլպա Ալեքս մանկական KT -1557,Alex,Clothing,Գուլպա Ալեքս մանկական KT -1557 [BRAND] Alex [CAT] Clothing
4420,Արմենիա սպիտակ Ա տառ DN53302025,Unknown,Other,Արմենիա սպիտակ Ա տառ DN53302025 [BRAND] Unknown [CAT] Other
901,Սուրճ Լուծվող Նեսկաֆե 95գ ա/տ,Nescafe,Beverages,Սուրճ Լուծվող Նեսկաֆե 95գ ա/տ [BRAND] Nescafe [CAT] Beverages
1601,Երշիկ հում ապխտած Աթենք 90գր փաթեթ,Athenk,Food Products,Երշիկ հում ապխտած Աթենք 90գր փաթեթ [BRAND] Athenk [CAT] Food Products
9603,ՎՐՁԻՆ ՆԵՐԿԻ ՍՊԻՏԱԿ 70-15 EB70 51134,Unknown,Cosmetics,ՎՐՁԻՆ ՆԵՐԿԻ ՍՊԻՏԱԿ 70-15 EB70 51134 [BRAND] Unknown [CAT] Cosmetics
1704,ԿՈՆԵՏ ՌԱՉԿԻ ՌՈՇԵՆ ԿԳ,Roshen,Other,ԿՈՆԵՏ ՌԱՉԿԻ ՌՈՇԵՆ ԿԳ [BRAND] Roshen [CAT] Other
4803,Անձեռոցիկ Մանկական Silk Soft 100հ,Silk Soft,Household,Անձեռոցիկ Մանկական Silk Soft 100հ [BRAND] Silk Soft [CAT] Household
1902,Հավ կոտլետ Գանձասար,Ganjasar,Food Products,Հավ կոտլետ Գանձասար [BRAND] Ganjasar [CAT] Food Products
3402,ԳՈՐԾՎԱԾՔ ՓԱՓԿԵՑՆՈՂ ՄԻՋՈՑ՝ ՀԵՂՈՒԿ SAVEX 900ՄԼ -6600 ՀԱՏ,Savax,Other,ԳՈՐԾՎԱԾՔ ՓԱՓԿԵՑՆՈՂ ՄԻՋՈՑ՝ ՀԵՂՈՒԿ SAVEX 900ՄԼ -6600 ՀԱՏ [BRAND] Savax [CAT] Other
2202,Զովացուցիչ ըմպելիք Coca Cola զեռօ 0 5լ,Coca-Cola,Beverages,Զովացուցիչ ըմպելիք Coca Cola զեռօ 0 5լ [BRAND] Coca-Cola [CAT] Beverages
3304,Կրեմ NIVEA ՈՒնիվերսալ 250մլ,Nivea,Cosmetics,Կրեմ NIVEA ՈՒնիվերսալ 250մլ [BRAND] Nivea [CAT] Cosmetics
1905,Վաֆլի Գրանդ Քենդի շոկո կգ,Grand Candy,Food Products,Վաֆլի Գրանդ Քենդի շոկո կգ [BRAND] Grand Candy [CAT] Food Products
9619,Պամպերս -L 13կգ N-54,Pampers,Other,Պամպերս -L 13կգ N-54 [BRAND] Pampers [CAT] Other
6110,ՏՂԱՄԱՐԴՈՒ ՍՎԻՏԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ_x000D_ ALESSANDRO MANZONI JEANS ԱՊՐԱՆՔԱՆԻՇԻ ՆՄՈՒՇ S/N AMJ60252603,Unknown,Clothing,ՏՂԱՄԱՐԴՈՒ ՍՎԻՏԵՐ ՔԻՄԻԱԿԱՆ ԹԵԼԵՐԻՑ_x000D_ ALESSANDRO MANZONI JEANS ԱՊՐԱՆՔԱՆԻՇԻ ՆՄՈՒՇ S/N AMJ60252603 [BRAND] Unknown [CAT] Clothing
3306,Ատամի մածուկ Քոլգեյթ 73գ,Colgate,Cosmetics,Ատամի մածուկ Քոլգեյթ 73գ [BRAND] Colgate [CAT] Cosmetics
6111,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ԲՈԴԻ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ԱՂՋԻԿՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 35 ՀԱՏ ZARA,Zara,Clothing,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ԲՈԴԻ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ԱՂՋԻԿՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 35 ՀԱՏ ZARA [BRAND] Zara [CAT] Clothing
1905,Թխվածքաբլիթ Վարսակի Չամիչով Դարոյնք 300գ,Daroink,Food Products,Թխվածքաբլիթ Վարսակի Չամիչով Դարոյնք 300գ [BRAND] Daroink [CAT] Food Products
3926,ռեզին հագուստի սև սպիտակ -200,Unknown,Other,ռեզին հագուստի սև սպիտակ -200 [BRAND] Unknown [CAT] Other
3305,Մազի ներկ Garnier 2 0,Garnier,Cosmetics,Մազի ներկ Garnier 2 0 [BRAND] Garnier [CAT] Cosmetics
6111,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ՊԻԺԱՄԱՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ԱՂՋԻԿՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 1 ՀԱՏ ZARA,Zara,Clothing,ՄԱՆԿԱԿԱՆ ՏՐԻԿՈՏԱԺԵ ՊԻԺԱՄԱՆԵՐ ՄԻՆՉԵՎ 86 ՍՄ ՀԱՍԱԿՈՎ ԱՂՋԻԿՆԵՐԻ ՀԱՄԱՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ 1 ՀԱՏ ZARA [BRAND] Zara [CAT] Clothing
2106,nivea men shampun,Nivea,Other,nivea men shampun [BRAND] Nivea [CAT] Other
406,Պանիր հալած Մարիաննա դասական 100գ,Marianna,Food Products,Պանիր հալած Մարիաննա դասական 100գ [BRAND] Marianna [CAT] Food Products
8703,ՄԱՐԴԱՏԱՐ NISSAN SENTRA S 05/2019Թ 1 8Լ 3N1AB7APXKY362268,Unknown,Auto Parts,ՄԱՐԴԱՏԱՐ NISSAN SENTRA S 05/2019Թ 1 8Լ 3N1AB7APXKY362268 [BRAND] Unknown [CAT] Auto Parts
1806,Թխվածքաբլիթ MILKA choco cookie 126գ,Milka,Food Products,Թխվածքաբլիթ MILKA choco cookie 126գ [BRAND] Milka [CAT] Food Products
2202,COCA COLA Առանց շաքար 1լ,Coca-Cola,Other,COCA COLA Առանց շաքար 1լ [BRAND] Coca-Cola [CAT] Other
3917,Պայկի կցան S-32,Unknown,Other,Պայկի կցան S-32 [BRAND] Unknown [CAT] Other
2402,ARARAT Ծխախոտ բարակ Fresh pack,Unknown,Other,ARARAT Ծխախոտ բարակ Fresh pack [BRAND] Unknown [CAT] Other
1806,Կոնֆետ բարբարիս ռոշեն,Roshen,Food Products,Կոնֆետ բարբարիս ռոշեն [BRAND] Roshen [CAT] Food Products
3304,Կրեմ ձեռքի Garnier ինտենսիվ խնամք և սնուցում,Garnier,Cosmetics,Կրեմ ձեռքի Garnier ինտենսիվ խնամք և սնուցում [BRAND] Garnier [CAT] Cosmetics
2002,Տոմատի մածուկ ARTFOOD 1060գր,Artfood,Other,Տոմատի մածուկ ARTFOOD 1060գր [BRAND] Artfood [CAT] Other
6403,Տղ կոշիկ MASSI ROYAL,Royal,Clothing,Տղ կոշիկ MASSI ROYAL [BRAND] Royal [CAT] Clothing
6403,ՏՂԱՆԵՐԻ ԱՄԱՌԱՅԻՆ ԿՈՇԻԿՆԵՐ 24 ՍՄ - ԻՑ ՊԱԿԱՍ ԿՈՇԿԱՏԱԿՈՎ ԵՐԵՍԱՄԱՍԸ ԲՆԱԿԱՆ ԿԱՇՎԻՑ ZARA,Zara,Clothing,ՏՂԱՆԵՐԻ ԱՄԱՌԱՅԻՆ ԿՈՇԻԿՆԵՐ 24 ՍՄ - ԻՑ ՊԱԿԱՍ ԿՈՇԿԱՏԱԿՈՎ ԵՐԵՍԱՄԱՍԸ ԲՆԱԿԱՆ ԿԱՇՎԻՑ ZARA [BRAND] Zara [CAT] Clothing
1704,Կոնֆետ Գլեյս Յաշկինո կգ,Yashkino,Food Products,Կոնֆետ Գլեյս Յաշկինո կգ [BRAND] Yashkino [CAT] Food Products
2105,Պաղպաղակ Զեբր 100գր Գրանդ Քենդի,Grand Candy,Food Products,Պաղպաղակ Զեբր 100գր Գրանդ Քենդի [BRAND] Grand Candy [CAT] Food Products
2402,Ծխախոտ Ararat 84/5 4 Black 4/0 3,Unknown,Other,Ծխախոտ Ararat 84/5 4 Black 4/0 3 [BRAND] Unknown [CAT] Other
9603,զենք մաքրիչ չեխոլով կանաչ մեծ,Unknown,Other,զենք մաքրիչ չեխոլով կանաչ մեծ [BRAND] Unknown [CAT] Other
3402,ԼՎ ՓՈՇԻ COLOR 5 4կգ SAVEX,Savax,Household,ԼՎ ՓՈՇԻ COLOR 5 4կգ SAVEX [BRAND] Savax [CAT] Household
1601,Երշիկ Գանձասար փոքր բժշկական/սիրողական 250գ,Ganjasar,Food Products,Երշիկ Գանձասար փոքր բժշկական/սիրողական 250գ [BRAND] Ganjasar [CAT] Food Products
1905,Թխվածքաբլիթ Յաշկինո Bonfetti 200g,Yashkino,Food Products,Թխվածքաբլիթ Յաշկինո Bonfetti 200g [BRAND] Yashkino [CAT] Food Products
8536,սպիտակ շտեպցել 2տեղ պատի վրի,Unknown,Other,սպիտակ շտեպցել 2տեղ պատի վրի [BRAND] Unknown [CAT] Other
1601,Չորիզո Աթենք վակում 90գ,Athenk,Other,Չորիզո Աթենք վակում 90գ [BRAND] Athenk [CAT] Other
3304,Հոտազերծիչ men silver 150մլ Nivea,Nivea,Cosmetics,Հոտազերծիչ men silver 150մլ Nivea [BRAND] Nivea [CAT] Cosmetics
8536,ՌԵԼԵՆԵՐ G5PA-2 DC12 10ՀԱՏ SDT-S-112LMR 10ՀԱՏ SLC-12VDC-SL-C 10ՀԱՏ,Unknown,Other,ՌԵԼԵՆԵՐ G5PA-2 DC12 10ՀԱՏ SDT-S-112LMR 10ՀԱՏ SLC-12VDC-SL-C 10ՀԱՏ [BRAND] Unknown [CAT] Other
2202,COCA COLA FANTA 250 ML,Coca-Cola,Other,COCA COLA FANTA 250 ML [BRAND] Coca-Cola [CAT] Other
1905,Արտֆուդ Տոմատ 580գր,Artfood,Other,Արտֆուդ Տոմատ 580գր [BRAND] Artfood [CAT] Other
1601,Նրբերշիկ Աթենք Ընտանեկան 480գ ապխտած,Athenk,Food Products,Նրբերշիկ Աթենք Ընտանեկան 480գ ապխտած [BRAND] Athenk [CAT] Food Products
3402,Սավեկս SOFT 0 8 լ,Unknown,Other,Սավեկս SOFT 0 8 լ [BRAND] Unknown [CAT] Other
6110,ԿԱՆԱՑԻ ՏՐԻԿՈՏԱԺԵ ՍՎԻՏԵՐ ՎՈՒՇԻ ՄԱՆՐԱԹԵԼԵՐԻՑ ZARA,Zara,Clothing,ԿԱՆԱՑԻ ՏՐԻԿՈՏԱԺԵ ՍՎԻՏԵՐ ՎՈՒՇԻ ՄԱՆՐԱԹԵԼԵՐԻՑ ZARA [BRAND] Zara [CAT] Clothing
6207,մայկա տղ You Me 70-30 L սպիտակ,Unknown,Clothing,մայկա տղ You Me 70-30 L սպիտակ [BRAND] Unknown [CAT] Clothing
2009,Հյութ լոլիկի կծու 1լ Արտֆուդ,Artfood,Beverages,Հյութ լոլիկի կծու 1լ Արտֆուդ [BRAND] Artfood [CAT] Beverages
2402,Ծխախոտ Արարատ Silver Line հաստ,Unknown,Other,Ծխախոտ Արարատ Silver Line հաստ [BRAND] Unknown [CAT] Other
6203,ՏՂԱՄԱՐԴՈՒ ՇՈՐՏԵՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ ZARA,Zara,Clothing,ՏՂԱՄԱՐԴՈՒ ՇՈՐՏԵՐ ԲԱՄԲԱԿԵ ՄԱՆՎԱԾՔԻՑ ZARA [BRAND] Zara [CAT] Clothing
2204,Արմենիա գինի Տակառ կարմիր անապակ,Unknown,Beverages,Արմենիա գինի Տակառ կարմիր անապակ [BRAND] Unknown [CAT] Beverages
1806,Շոկ սալիկ Յաշկինո սպիտակ 90գ,Yashkino,Other,Շոկ սալիկ Յաշկինո սպիտակ 90գ [BRAND] Yashkino [CAT] Other
9616,Ատամի մածուկ Կոլգեյթ 154մլ,Colgate,Cosmetics,Ատամի մածուկ Կոլգեյթ 154մլ [BRAND] Colgate [CAT] Cosmetics
2101,Գազավորված ըմպելիք Coca Cola առանծ շաքարի 1լ,Coca-Cola,Beverages,Գազավորված ըմպելիք Coca Cola առանծ շաքարի 1լ [BRAND] Coca-Cola [CAT] Beverages
6115,Լասինա կնց KOTA 4097 կապրի S-M սև,Unknown,Other,Լասինա կնց KOTA 4097 կապրի S-M սև [BRAND] Unknown [CAT] Other
1905,Աղի ձողիկ Դարոինք 200գ,Daroink,Other,Աղի ձողիկ Դարոինք 200գ [BRAND] Daroink [CAT] Other
3304,Կրեմ ունիվերսալ Nivea 250մլ 80105,Nivea,Cosmetics,Կրեմ ունիվերսալ Nivea 250մլ 80105 [BRAND] Nivea [CAT] Cosmetics
9619,տակդիր փամփերս ակտիվ 7 44,Unknown,Household,տակդիր փամփերս ակտիվ 7 44 [BRAND] Unknown [CAT] Household
1704,Կոնֆետ Էկլեր կգ Ռոշեն,Roshen,Food Products,Կոնֆետ Էկլեր կգ Ռոշեն [BRAND] Roshen [CAT] Food Products
3307,Հակաքրտինքային միջոց կանացի Նիվեա մարգարտե գեղեց,Nivea,Clothing,Հակաքրտինքային միջոց կանացի Նիվեա մարգարտե գեղեց [BRAND] Nivea [CAT] Clothing
3307,Բրիտվա Gillette 5h,Gillette,Other,Բրիտվա Gillette 5h [BRAND] Gillette [CAT] Other
4901,Գիրք Kid s Box New Generation 3 TB,Unknown,Other,Գիրք Kid s Box New Generation 3 TB [BRAND] Unknown [CAT] Other
2006,Կոմպոտ Artfood մոշ ա/տ 1լ,Artfood,Beverages,Կոմպոտ Artfood մոշ ա/տ 1լ [BRAND] Artfood [CAT] Beverages
3305,ԳԱՐՆԻԵՐ ՆԵՐԿ 7 132,Garnier,Cosmetics,ԳԱՐՆԻԵՐ ՆԵՐԿ 7 132 [BRAND] Garnier [CAT] Cosmetics
